voltage,1487782547.365,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
position,1487782547.365,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
current,1487782547.465,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
voltage,1487782547.465,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
position,1487782547.465,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
current,1487782547.590,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
voltage,1487782547.590,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
position,1487782547.590,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
current,1487782547.666,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
voltage,1487782547.666,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
position,1487782547.666,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
current,1487782547.766,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
voltage,1487782547.766,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
position,1487782547.766,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
current,1487782547.866,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
voltage,1487782547.866,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
position,1487782547.866,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075,-1.075
